x,y,class
-1.254598811526375,-19.481707509971685,1.0
4.507143064099161,-2.171416643892087,1.0
2.3199394181140507,-12.568662695912025,1.0
0.986584841970366,-9.333660597923672,1.0
-3.439813595575635,-8.999955987203462,1.0
-3.4400547966379733,-16.978605503467698,1.0
-4.419163878318005,-15.82982324183826,1.0
3.6617614577493516,-0.11123229073092133,1.0
1.0111501174320878,-15.190136271848973,1.0
2.0807257779604544,-18.21703354772125,1.0
-4.7941550570419755,-17.27294918118201,1.0
4.699098521619943,-15.421606116996003,1.0
3.324426408004218,3.8456782483232352,1.0
-2.8766088932172384,-9.295005329566262,1.0
-3.181750327928994,-11.995993846278946,1.0
-3.165954901465662,-8.960258640311292,1.0
-1.9575775704046228,-7.876731402313236,1.0
0.24756431632237863,-16.362792703016623,1.0
-0.6805498135788426,-4.2562407487513685,1.0
-2.0877085980195806,-12.004476275047558,1.0
1.118528947223795,-2.852346678479062,1.0
-3.6050613934795814,-9.435193602227864,1.0
-2.0785535146478185,-15.27990845668056,1.0
-1.336381567063083,-18.20315616069135,1.0
-0.43930015782964027,-15.869495817462308,1.0
2.8517596139301364,-9.448934531302395,1.0
-3.003262178416403,-9.371145063234971,1.0
0.14234438413611628,-3.4010785885679873,1.0
0.9241456886204249,-19.855059956993124,1.0
-4.5354958728000225,-14.92878581679484,1.0
1.0754485190143832,-11.171382849859874,1.0
-3.294758763127085,-17.24353491087094,1.0
-4.349484070147205,-18.76526303222042,1.0
4.488855372533333,-10.554300391323194,1.0
4.656320330745594,6.696263623108205,1.0
3.0839734811646107,-11.865645748832335,1.0
-1.9538623082662934,-12.170269070288843,1.0
-4.023278859936161,-12.299522411906217,1.0
1.8423302651215687,-11.751185911278425,1.0
-0.5984750626039865,-2.6993151138894653,1.0
-3.7796176515522117,-8.988866965403648,1.0
-0.048230898887298146,-15.240423752221211,1.0
-4.656114788847816,-15.18277063208071,1.0
4.093204020787821,-11.820199498461685,1.0
-2.412200183999831,-15.962215192723976,1.0
1.6252228435398202,-19.179248981325802,1.0
-1.8828892391058902,-10.713761904368953,1.0
0.20068021177810813,-10.24734309297567,1.0
0.4671027934327965,-18.9738119892276,1.0
-3.1514554447447294,-16.462001013259055,1.0
4.695846277645586,5.787205792824384,1.0
2.7513282336111455,-14.130097290348909,1.0
4.394989415641891,-15.973374571823339,1.0
3.9482735042764876,-6.835410824728516,1.0
0.9789997881108512,0.6572617995526997,1.0
4.218742350231167,-13.35861219123695,1.0
-4.115074979480805,-12.761200947187437,1.0
-3.040171375808548,-10.160135616307734,1.0
-4.54772711089462,-17.646308066905704,1.0
-1.7466966923673564,-8.707835551271005,1.0
-1.1132271031051797,-13.830972781150193,1.0
-2.286509682261041,-10.877736026326648,1.0
3.2873750915192943,-3.797635913757425,1.0
-1.432466733064107,-11.355239825289635,1.0
-2.1906549031261924,-18.680081823909894,1.0
0.4269608315824849,-3.4159696875250667,1.0
-3.5907577502523735,-16.20886577438446,1.0
3.0219698075403976,-15.32884168845123,1.0
-4.254493563202292,-19.572227465026295,1.0
4.868869366005173,-3.0190729800676728,1.0
2.7224476929665737,-3.437010057528852,1.0
-3.012843184658276,-19.78478430503787,1.0
-4.944778828763976,-15.334605718384225,1.0
3.154614284548341,-14.267566655580648,1.0
2.0685734384761716,-5.072542387283368,1.0
2.2900716804098735,-15.888414606748103,1.0
2.712703466859457,-3.123564580983963,1.0
-4.259553482659096,-15.946668202693441,1.0
-1.4153427145572737,-4.853718144133751,1.0
-3.841309404748703,-18.443623053421977,1.0
3.6310342587559354,-11.042892119700355,1.0
1.2329812682755792,-17.56418164415897,1.0
-1.6910197514735081,-5.558171597848416,1.0
-4.364416497139763,-10.988700980733134,1.0
-1.890176782843378,-16.074219625484076,1.0
-1.7481667797325295,-9.767827494211431,1.0
2.2960617833806403,-0.7199928713523924,1.0
1.3755747135521315,-7.923744184850532,1.0
3.8721274257632654,-5.83488995018854,1.0
-0.27785074838050683,-15.53920415293988,1.0
-3.804057540616983,-18.9393839835366,1.0
2.1324478722299496,0.873631069070715,1.0
2.6078504861689744,1.8042544223607067,1.0
0.6127719756949626,-7.19517865023051,1.0
2.7096717995456103,-11.721115042053677,1.0
-0.06204403635609257,-13.408350825445769,1.0
0.2273282938199408,-5.876781569732515,1.0
-0.7245898164145039,-4.254978978026246,1.0
-4.745808732559048,-11.56524293658672,1.0
-3.9210857300669555,-11.29828237688616,1.0
-4.483182788313923,2.8027881365020804,1.0
0.3135463156814797,8.181146252736172,1.0
0.40635121610106495,7.897540055434283,1.0
1.374299014982066,6.938709550919931,1.0
2.260913337226615,9.888148342483488,1.0
4.758520794625346,10.659724361347589,1.0
0.1630034830119529,7.025762050841411,1.0
-1.7704352705875404,5.907198652232241,1.0
2.9518619476870365,9.363721417313206,1.0
-2.291677487379258,1.2862010148815664,1.0
-1.254598811526375,13.016324642025126,-1.0
4.507143064099161,12.68620381383219,-1.0
2.3199394181140507,9.637629325982175,-1.0
0.986584841970366,18.47559100472148,-1.0
-3.439813595575635,10.60167267140017,-1.0
-3.4400547966379733,-3.660482992735815,-1.0
-4.419163878318005,-3.216472774091932,-1.0
3.6617614577493516,16.743882579798875,-1.0
1.0111501174320878,5.098111118048901,-1.0
2.0807257779604544,9.225993514242427,-1.0
-4.7941550570419755,8.001594047671263,-1.0
4.699098521619943,17.657848002828324,-1.0
3.324426408004218,16.39739977138037,-1.0
-2.8766088932172384,2.3496306545349093,-1.0
-3.181750327928994,13.275499049183598,-1.0
-3.165954901465662,2.2035645073717776,-1.0
-1.9575775704046228,5.89063002896434,-1.0
0.24756431632237863,15.815873250954017,-1.0
-0.6805498135788426,13.566874753327495,-1.0
-2.0877085980195806,16.807242813818277,-1.0
1.118528947223795,14.945358951342431,-1.0
-3.6050613934795814,9.548698280677874,-1.0
-2.0785535146478185,0.8247800595877353,-1.0
-1.336381567063083,7.5612227601370545,-1.0
-0.43930015782964027,6.862846818888805,-1.0
2.8517596139301364,11.45974354289332,-1.0
-3.003262178416403,19.379066670534733,-1.0
0.14234438413611628,9.855439580561162,-1.0
0.9241456886204249,18.364320859220513,-1.0
-4.5354958728000225,10.383418163103952,-1.0
1.0754485190143832,16.953131919657274,-1.0
-3.294758763127085,8.267448990896208,-1.0
-4.349484070147205,9.126866410730475,-1.0
4.488855372533333,15.928830148054283,-1.0
4.656320330745594,13.813543667018847,-1.0
3.0839734811646107,16.99358659201929,-1.0
-1.9538623082662934,4.962586617314104,-1.0
-4.023278859936161,-4.437526463132436,-1.0
1.8423302651215687,15.27934326857043,-1.0
-0.5984750626039865,5.025924074603795,-1.0
-3.7796176515522117,18.53770836284328,-1.0
-0.048230898887298146,19.21234167675562,-1.0
-4.656114788847816,17.759892290243332,-1.0
4.093204020787821,14.448835785487839,-1.0
-2.412200183999831,-1.4870689805390178,-1.0
1.6252228435398202,19.014412183071727,-1.0
-1.8828892391058902,8.125798693627345,-1.0
0.20068021177810813,19.446515359694573,-1.0
0.4671027934327965,19.415526031170813,-1.0
-3.1514554447447294,16.574692439158362,-1.0
4.695846277645586,14.631950252910467,-1.0
2.7513282336111455,12.930257346651022,-1.0
4.394989415641891,18.77782892190784,-1.0
3.9482735042764876,13.78163158444828,-1.0
0.9789997881108512,7.507509543701254,-1.0
4.218742350231167,16.205104029063847,-1.0
-4.115074979480805,18.389175377912736,-1.0
-3.040171375808548,12.984263520979638,-1.0
-4.54772711089462,8.780550945897394,-1.0
-1.7466966923673564,1.4980827298588693,-1.0
-1.1132271031051797,12.59795407440966,-1.0
-2.286509682261041,19.785431515696832,-1.0
3.2873750915192943,11.03516103724238,-1.0
-1.432466733064107,10.431650591598784,-1.0
-2.1906549031261924,17.37807566030259,-1.0
0.4269608315824849,15.81442979489336,-1.0
-3.5907577502523735,12.673381444468127,-1.0
3.0219698075403976,16.740397658688217,-1.0
-4.254493563202292,3.6612680221165146,-1.0
4.868869366005173,14.869879411210027,-1.0
2.7224476929665737,17.7971482080494,-1.0
-3.012843184658276,15.627730580148619,-1.0
-4.944778828763976,16.425633446178193,-1.0
3.154614284548341,19.072474577909766,-1.0
2.0685734384761716,13.714469049087437,-1.0
2.2900716804098735,13.808903843047643,-1.0
2.712703466859457,17.66534877703337,-1.0
-4.259553482659096,11.067392107798268,-1.0
-1.4153427145572737,14.089798895440829,-1.0
-3.841309404748703,14.959628301586253,-1.0
3.6310342587559354,18.92887955517976,-1.0
1.2329812682755792,10.378396808695648,-1.0
-1.6910197514735081,7.273107074393801,-1.0
-4.364416497139763,-3.3107873596353827,-1.0
-1.890176782843378,11.236512224228928,-1.0
-1.7481667797325295,0.2403512731585873,-1.0
2.2960617833806403,13.369206243309687,-1.0
1.3755747135521315,13.483211741236115,-1.0
3.8721274257632654,13.396407655750412,-1.0
-0.27785074838050683,12.816790860146558,-1.0
-3.804057540616983,-3.8575614207274382,-1.0
2.1324478722299496,7.740528821936735,-1.0
2.6078504861689744,17.90947195947382,-1.0
0.6127719756949626,9.907355393452564,-1.0
2.7096717995456103,9.890787738236021,-1.0
-0.06204403635609257,11.818851507846617,-1.0
0.2273282938199408,16.19446434895974,-1.0
-0.7245898164145039,5.53254127200198,-1.0
-4.745808732559048,10.009758742944253,-1.0
-3.9210857300669555,-2.7219551010709497,-1.0
-4.483182788313923,-9.98523544938771,-1.0
0.3135463156814797,-9.244693149296468,-1.0
0.40635121610106495,-9.751240698429008,-1.0
1.374299014982066,1.3097692682331648,-1.0
2.260913337226615,1.3039782928545698,-1.0
4.758520794625346,2.887383319282737,-1.0
0.1630034830119529,-6.186101991616532,-1.0
-1.7704352705875404,-9.053963872254212,-1.0
2.9518619476870365,-7.668505509021282,-1.0
-2.291677487379258,-8.894765948719328,-1.0
